FoodID,Food Code,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,CountryCode,FoodDateOfEntry,FoodDateOfPublication,ScientificName
832,832,5,0,"Chicken, broiler, back, meat and skin, raw","Poulet à griller, dos, viande et peau, cru",05048,1996-01-01,,Gallus gallus
833,833,5,0,"Chicken, broiler, back, meat and skin, roasted","Poulet à griller, dos, viande et peau, rôti",05051,1996-01-01,,
834,834,5,0,"Chicken, broiler, back, meat and skin, stewed","Poulet à griller, dos, viande et peau, à l'étuvée",05052,1996-01-01,,
835,835,5,0,"Chicken, broiler, back, meat, raw","Poulet à griller, dos, viande, cru",05053,1996-01-01,,Gallus gallus
836,836,5,0,"Chicken, broiler, back, meat, roasted","Poulet à griller, dos, viande, rôti",05055,1996-01-01,,
837,837,5,0,"Chicken, broiler, back, meat, stewed","Poulet à griller, dos, viande, à l'étuvée",05056,1996-01-01,,
838,838,5,0,"Chicken, broiler, breast, meat and skin, raw","Poulet à griller, poitrine, viande et peau, cru",05057,1996-01-01,,Gallus gallus
839,839,5,0,"Chicken, broiler, breast, meat and skin, roasted","Poulet à griller, poitrine, viande et peau, rôti",05060,1996-01-01,,
840,840,5,0,"Chicken, broiler, breast, meat and skin, stewed","Poulet à griller, poitrine, viande et peau, à l'étuvée",05061,1996-01-01,,
841,841,5,0,"Chicken, broiler, breast, skinless, boneless, meat, raw","Poulet à griller, poitrine, sans la peau, désossée, viande, crue",05062,1996-01-01,,Gallus gallus
842,842,5,0,"Chicken, broiler, breast, meat, roasted","Poulet à griller, poitrine, viande, rôti",05064,1996-01-01,,
843,843,5,0,"Chicken, broiler, breast, meat, stewed","Poulet à griller, poitrine, viande, à l'étuvée",05065,1996-01-01,,
844,844,5,0,"Chicken, broiler, drumstick, meat and skin, raw","Poulet à griller, pilon, viande et peau, cru",05066,1996-01-01,,Gallus gallus
845,845,5,0,"Chicken, broiler, drumstick, meat and skin, roasted","Poulet à griller, pilon, viande et peau, rôti",05069,1996-01-01,,
846,846,5,0,"Chicken, broiler, drumstick, meat and skin, stewed","Poulet à griller, pilon, viande et peau, à l'étuvée",,1996-01-01,,
848,848,5,0,"Chicken, broiler, drumstick, meat, roasted","Poulet à griller, pilon, viande, rôti",05073,1996-01-01,,
849,849,5,0,"Chicken, broiler, drumstick, meat, stewed","Poulet à griller, pilon, viande, à l'étuvée",05074,1996-01-01,,
850,850,5,0,"Chicken, broiler, thigh, meat and skin, raw","Poulet à griller, haut de cuisse, viande et peau, cru",05091,1996-01-01,,Gallus gallus
851,851,5,0,"Chicken, broiler, thigh, meat and skin, roasted","Poulet à griller, haut de cuisse, viande et peau, rôti",05094,1996-01-01,,
852,852,5,0,"Chicken, broiler, thigh, meat and skin,  stewed","Poulet à griller, haut de cuisse, viande et peau, à l'étuvée",05095,1996-01-01,,
853,853,5,0,"Chicken, broiler, thigh, meat, raw","Poulet à griller, haut de cuisse, viande, cru",05096,1996-01-01,,Gallus gallus
854,854,5,0,"Chicken, broiler, thigh, meat, roasted","Poulet à griller, haut de cuisse, viande, rôti",05098,1996-01-01,,
855,855,5,0,"Chicken, broiler, thigh, meat, stewed","Poulet à griller, haut de cuisse, viande, à l'étuvée",05099,1996-01-01,,
924,924,6,38,"Soup, bean with bacon, canned, condensed","Soupe, fèves et bacon, conserve, condensée",06004,1981-01-01,,
927,927,6,38,"Soup, broth, beef, ready-to-serve","Soupe, bouillon, boeuf, prête-à-servir",06008,1983-01-01,,
939,939,6,38,"Soup, chicken vegetable (includes gumbo), ready-to-serve","Soupe, poulet et légumes (inclus gumbo), prête-à-servir",06024,1983-01-01,,
1047,1047,6,38,"Soup, bean with bacon, canned, condensed, water added","Soupe, fèves et bacon, conserve, condensée, eau ajoutée",,1981-01-01,,
1117,1117,6,38,"Soup, split pea with ham, ready-to-serve","Soupe, pois cassés avec jambon, prête-à-servir",06050,1983-01-01,,
1125,1125,6,0,"Soup, split pea with ham, canned, condensed, water added","Soupe, pois cassés avec jambon, conserve, condenséee, au ajoutée",06451,1981-01-01,,
1139,1139,7,0,"Sausage, Beerwurst, beer salami, pork","Saucisse, saucisson de bière, porc",07003,1983-01-01,,
1140,1140,7,0,"Sausage, Bockwurst, pork/veal, with milk and eggs, raw","Saucisse, Bockwurst, porc/veau, lait/oeufs, crue",07006,1983-01-01,,
1142,1142,7,0,"Sausage, Brotwurst,  pork, beef, with nonfat dry milk","Saucisse, Brotwurst, porc, boeuf, avec lait écrémé en poudre",07015,1983-01-01,,
1143,1143,7,38,"Wiener (cheesefurter), cheddar smokie","Saucisse fumée, fromage, porc, boeuf",07016,1983-01-01,,
1148,1148,7,38,"Deli-meat, ham, cooked, sliced","Charcuterie, jambon, cuit, tranché",07028,1983-01-01,,
1152,1152,7,38,"Sausage, Italian, pork, raw","Saucisse italienne, porc, crue",07036,1983-01-01,,
1167,1167,7,38,"Sausage, smoked, pork, pre-cooked","Saucisse, fumée, porc, pré-cuite",07074,1983-01-01,,
1175,1175,7,0,"Sausage, Italian, pork, cooked","Saucisse italienne, porc, cuite",07089,1983-01-01,,
1178,1178,7,38,"Sausage, blood sausage (blood pudding), raw","Saucisse, boudin, cru",07005,1996-01-01,,
1182,1182,7,38,"Sausage, Bratwurst, pork, cooked","Saucisse Bratwurst, porc, cuite",07013,1996-01-01,,
1183,1183,7,0,"Sausage, Braunschweiger (liver sausage with bacon), pork","Saucisse, saucisson Braunschweiger (saucisson de foie avec bacon), porc",07014,1996-01-01,,
1185,1185,7,38,"Wiener (frankfurter), All beef","Saucisse fumée, boeuf",07022,1996-01-01,,
1198,1198,7,38,"Sausage, breakfast links or rounds, pork, raw","Saucisse à déjeuner, en chapelet ou en galette, porc, crue",07063,1996-01-01,,
1199,1199,7,38,"Sausage, breakfast links or rounds, pork, cooked","Saucisse à déjeuner, en chapelet ou en galette, porc, cuite",07064,1996-01-01,,
1217,1217,7,38,"Sausage, ham, pre cooked","Saucisse, jambon, pré-cuite",,1996-01-01,,
1230,1230,8,26,"Cereal, ready to eat, Alpen (muesli), Weetabix","Céréale, prête-à-manger, alpen (muesli), Weetabix",,1996-01-01,,
1232,1232,8,38,"Cereal, ready to eat, 'All Bran' Bran Flakes, Kellogg's","Céréale, prête-à-manger, 'All Bran' bran flakes, Kellogg's",,1996-01-01,2011-02-17,
1239,1239,8,26,"Cereal, ready to eat, Selects: Date and Raisin Pecan Crunch, Post","Céréale, prête-à-manger, Selects: dattes, raisins secs et pacanes croquantes, Post",,1996-01-01,,
1266,1266,8,26,"Cereal, ready to eat, Puffed Rice, unsweenened, Quaker","Céréale, prête-à-manger, riz soufflé, non-sucré, Quaker",,1996-01-01,,
1334,1334,8,26,"Cereal, ready to eat, Granola: with almonds, Rogers","Céréale, prête-à-manger, granola: avec amandes, Rogers",,1996-01-01,,
1360,1360,8,38,"Cereal, ready to eat, Muslix: various flavours, Kellogg's","Céréale, prête-à-manger, muesli: saveurs variées, Kellogg's",,1996-01-01,2011-02-17,
1367,1367,8,38,"Cereal, ready to eat, Oatmeal Crisp. various flavours, (almond, maple nut, raisin, triple berry, vanilla almond), General Mills","Céréale, prête-à-manger, avoine croquante, saveurs variées, (amandes, érable et noix, rasins sec, baies, amandes vanilles),  General Mills",,1996-01-01,2011-02-17,
1374,1374,8,26,"Cereal, ready to eat, Raisin Bran: Loads of Raisins, President's Choice","Céréale, prête-à-manger, Plein de raisons secs: son et raisins secs, Choix du Président",,1996-01-01,,
1378,1378,8,38,"Cereal, ready to eat, Reese Puffs (Peanut butter), General Mills","Céréale, prête-à-manger, Reese Puffs (Beurre d'arachide), General Mills",,1996-01-01,2011-02-17,
1382,1382,8,38,"Cereal, ready to eat, Shreddies, honey, Post","Céréale, prête-à-manger, Shreddies, miel, Post",,1996-01-01,2011-02-17,
1397,1397,8,26,"Cereal, hot, cream of wheat, regular, dry","Céréale, chaude, crème de blé, nature, sèche",,1996-01-01,,
1398,1398,8,24,"Cereal, hot, cream of wheat, regular, prepared","Céréale, chaude, crème de blé, nature, préparée",,1996-01-01,,
1399,1399,8,26,"Cereal, hot, cream of wheat, quick, dry","Céréale, chaude, crème de blé, rapide, sèche",,1996-01-01,,
1400,1400,8,24,"Cereal, hot, cream of wheat, quick, prepared","Céréale, chaude, crème de blé, rapide, préparée",,1996-01-01,,
1403,1403,8,26,"Cereal, hot, cream of wheat, instant: original, dry","Céréale, chaude, crème de blé, instantanée: original, sèche",,1996-01-01,,
1404,1404,8,24,"Cereal, hot, cream of wheat, instant: original, prepared","Céréale, chaude, crème de blé, instantanée: original, préparée",,1996-01-01,,
1413,1413,8,26,"Cereal, hot, oats, instant: regular, dry","Céréale, chaude, avoine (gruau), instantanée: nature, sèche",,1996-01-01,,
1414,1414,8,24,"Cereal, hot, oats, instant: regular, prepared","Céréale, chaude, avoine (gruau), instantanée: nature, préparée",,1996-01-01,,
1431,1431,8,26,"Cereal, hot, oats, porridge, (with added oat bran, wheat bran, and flax seed), dry, Rogers","Céréale, chaude, avoine (gruau), son de blé, son d'avoine, et graines de lin ajoutés, sèche, Rogers",,1996-01-01,,
1432,1432,8,24,"Cereal, hot, oats, porridge (with added oat bran, wheat bran and flax seed), prepared, Rogers","Céréale, chaude, avoine (gruau), son de blé, son d'avoine et graines de lin ajoutés, préparée, Rogers",,1996-01-01,,
1466,1466,8,26,"Cereal, hot, cream of wheat, instant: maple and brown sugar, dry","Céréale, chaude, crème de blé, instantanée: cassonade et érable, sèche",,1996-01-01,,
1467,1467,8,24,"Cereal, hot, cream of wheat, instant: maple and brown sugar, prepared","Céréale, chaude, crème de blé, instantanée: cassonade et érable, préparée",,1996-01-01,,
1470,1470,8,26,"Cereal, hot, cream of wheat, instant: apple and cinnamon, dry","Céréale, chaude, crème de blé, instantanée: pomme et cannelle, sèche",,1996-01-01,,
1471,1471,8,24,"Cereal, hot, cream of wheat, instant: apple and cinnamon, prepared","Céréale, chaude, crème de blé, instantanée: pomme et cannelle, préparée",,1996-01-01,,
1472,1472,8,38,"Cereal, ready to eat, All Bran Original, Kellogg's","Céréale, prête-à-manger, All Bran Original, Kellogg's",,1996-01-01,2011-02-17,
1478,1478,8,38,"Cereal, ready to eat, Mini-Wheats: Original frosted, maple, brown sugar, strawberry, Kellogg's","Céréale, prête-à-manger, Mini-Wheats: givrage original, érable, cassonnade, fraise, Kellogg's",,1996-01-01,2011-02-17,
1502,1502,9,0,"Apricot, canned halves with skin, extra light syrup, solids and liquid","Abricot, moitié avec pelure, conserve, dans du sirop extra léger, solides et liquide",09025,1984-01-01,,
6298,6298,11,36,"Artichoke, marinated",Artichaut mariné,,2007-06-29,,
3249,3249,16,0,"Beans, baked, canned, with beef","Haricots au four (''fèves au lard''), conserve, avec boeuf",16007,1988-01-01,,
3251,3251,16,0,"Beans, baked, canned, with pork and sweet sauce","Haricots au four (''fèves au lard''), conserve, avec lard et sauce sucrée",16010,1988-01-01,,
3253,3253,16,0,"Beans, black turtle, mature seeds, boiled","Haricots, ""black turtle"", grains mûrs, bouillis",16017,1988-01-01,,
3342,3342,16,0,"Beans, black turtle, mature seeds, boiled, salted","Haricots, ""black turtle"", grains mûrs, bouillis, salés",16317,1988-01-01,,
3254,3254,16,0,"Beans, black turtle, mature seeds, canned, solids and liquid","Haricots, ""black turtle"", grains mûrs, conserve, solides et liquide",16018,1988-01-01,,
3252,3252,16,0,"Beans, black turtle, mature seeds, raw","Haricots, ""black turtle"", grains mûrs, crus",16016,1988-01-01,,Phaseolus vulgaris
3344,3344,16,0,"Beans, french, mature seeds, boiled, salted","Haricots verts, grains mûrs, bouillis, salés",16323,1988-01-01,,
3261,3261,16,0,"Beans, great northern, canned, solids and liquid, no salt added","Haricots, ""great northern"", conserve, solides et liquide, sans sel ajouté",16026,1988-01-01,,
2002,2002,11,0,"Beans, kidney, sprouted, boiled, drained","Haricots communs, secs, germés, bouillis, égouttés",11030,1985-01-01,,
501586,6368,11,0,"Beans, kidney, sprouted, boiled, drained, with salt","Haricots communs, secs, germés, bouillis, égouttés, sel ajouté",11713,2009-03-09,,
2001,2001,11,0,"Beans, kidney, sprouted, raw","Haricots communs, secs, germés, crus",11029,1985-01-01,,Phaseolus vulgaris
2012,2012,11,0,"Beans, navy, mature seeds, sprouted, boiled, drained","Haricots, petits blancs, secs, germés, bouillis, égouttés",11047,1985-01-01,,
501587,6369,11,0,"Beans, navy, mature seeds, sprouted, boiled, drained, with salt","Haricots, petits blancs, secs, germés, bouillis, égouttés, sel ajouté",11719,2009-03-09,,
2011,2011,11,0,"Beans, navy, mature seeds, sprouted, raw","Haricots, petits blancs, secs, germés, crus",11046,1985-01-01,,Phaseolus vulgaris
501589,6371,11,0,"Beans, pinto, mature seeds, sprouted,  boiled, drained, with salt","Haricots, pinto, secs, germés, bouillis, égouttés, sel ajouté",11721,2009-03-09,,
2311,2311,11,0,"Beans, pinto, mature seeds, sprouted, boiled, drained","Haricots, pinto, secs, germés, bouillis, égouttés",11654,1985-01-01,,
2310,2310,11,0,"Beans, pinto, mature seeds, sprouted, raw","Haricots, pinto, secs, germés, crus",11653,1985-01-01,,Phaseolus vulgaris
3276,3276,16,0,"Beans, white, canned, solids and liquid, no salt added","Haricots, blancs, conserve, solides et liquide, sans sel ajouté",16051,1988-01-01,,
3335,3335,16,0,"Beans, yardlong, mature seeds, boiled","Doliques asperge, grains mûrs, bouillis",16134,1988-01-01,,
3372,3372,16,0,"Beans, yardlong, mature seeds, boiled, salted","Doliques asperge, grains mûrs, bouillis, salés",16434,1988-01-01,,
3334,3334,16,0,"Beans, yardlong, mature seeds, raw","Doliques asperge, grains mûrs, crus",16133,1988-01-01,,Vigna uniguiculata sesquipedalis
5952,5952,13,23,"Beef, chuck, blade steak, boneless, lean, raw","Boeuf, épaule, bifteck de palette, désossé, maigre, cru",23080,2006-01-16,,
4998,4998,13,23,"Beef, ground, extra lean, crumbled, pan-fried","Boeuf, haché, extra maigre, émietté, sauté",23565,2001-03-07,1999-03-01,
4997,4997,13,23,"Beef, ground, extra lean, patty, pan-fried","Boeuf, haché, extra maigre, galette de, sauté",23564,2001-03-07,1999-03-01,
4996,4996,13,1,"Beef, ground, extra lean, raw","Boeuf, haché, extra maigre, cru",23562,2001-03-07,1999-03-01,
2687,2687,13,0,"Beef, ground, lean, broiled","Boeuf, haché, maigre, grillé",23568,1988-01-01,1999-03-01,
2689,2689,13,23,"Beef, ground, lean, patty, pan-fried","Boeuf, haché, maigre, galette, sauté",23569,1988-01-01,1999-03-01,
2692,2692,13,1,"Beef, ground, medium, baked","Boeuf, haché, mi-maigre, cuit au four",23576,1988-01-01,,
2694,2694,13,0,"Beef, ground, medium, broiled","Boeuf, haché, mi-maigre, grillé",23573,1988-01-01,1999-03-01,
4995,4995,13,23,"Beef, ground, medium, crumbled, pan-fried","Boeuf, haché, mi-maigre, émietté, sauté",23575,2001-02-28,1999-03-01,
2696,2696,13,23,"Beef, ground, medium, patty, pan-fried","Boeuf, haché, mi-maigre, galette, sauté",23574,1988-01-01,1999-03-01,
2702,2702,13,1,"Beef, ground, regular, patty, pan-fried","Boeuf, haché, régulier, galette, sauté",23579,1988-01-01,1999-03-01,
5994,5994,13,23,"Beef, hip, eye of round roast, boneless, lean and fat, 0mm (0"") trim, cooked, roasted","Boeuf, cuisse, rôti de noix de ronde, désossé, maigre et gras, 0mm (0"") paré, cuit, rôti",13415,2006-03-02,,
2864,2864,14,30,"Beverage mix, chocolate flavour, powder","Boisson, mélange à saveur, chocolat, poudre",14175,1988-01-01,,
2865,2865,14,0,"Beverage mix, chocolate flavour, powder, with whole milk","Boisson, mélange à saveur, chocolat, poudre, avec lait entier",14177,1988-01-01,,
3686,3686,18,0,"Biscuit, multigrain, refrigerated dough","Biscuit, poudre à pâte, multigrains, pâte réfrigérée",18017,1995-01-01,,
3285,3285,16,0,"Black-eyed peas (cowpeas, crowder, southern), common, mature seeds, canned with pork","Haricots à oeil noir (dolique), communs, grains mûrs, conserve, avec porc",16065,1988-01-01,,
3284,3284,16,0,"Black-eyed peas (cowpeas, crowder, southern), common, mature seeds, canned, plain, solids and liquid","Haricots à oeil noir (dolique), communs, grains mûrs, conserve, nature, solides et liquide",16064,1988-01-01,,
501882,6659,9,0,"Blueberry, wild, frozen","Bleuet sauvage, congelé",09053,2009-05-14,2009-05-14,
501600,6382,11,0,"Borage, boiled, drained, with salt","Bourrache, bouillie, égouttée, sel ajouté",11737,2009-03-09,,
4070,4070,18,0,"Bread stuffing, dry mix, unprepared","Pain, préparation pour farce, mélange sec, non préparé",18081,1995-01-01,,
3691,3691,18,0,"Bread, cornbread (also corn muffin mix), dry mix, unprepared","Pain, semoule de maïs (aussi préparation pour muffin), mélange sec, non préparé",18022,1995-01-01,,
3695,3695,18,0,"Bread, egg (Challah)","Pain, oeufs (Challa)",18027,1995-01-01,,
3696,3696,18,0,"Bread, egg, (challah), toasted","Pain, oeufs, (challa), grillé",18028,1995-01-01,,
3702,3702,18,38,"Bread, multigrain, commercial","Pain, multigrains (aussi blé entier, sept grains)",18035,1995-01-01,,
3703,3703,18,38,"Bread, multigrain, toasted","Pain, multigrains, grillé",18036,1995-01-01,,
3714,3714,18,38,"Bread, white with raisins, commercial","Pain blanc aux raisins, commercial",18047,1995-01-01,,
3715,3715,18,38,"Bread, white with raisins, commercial, toasted","Pain blanc aux raisins, commercial, grillé",18048,1995-01-01,,
5411,5411,11,0,"Broccoli raab (rapini), cooked","Rapini (brocoli raab), cuit",11097,2004-03-09,2003-08-01,
5410,5410,11,0,"Broccoli raab (rapini), raw","Rapini (brocoli raab), cru",11096,2004-03-09,2003-08-01,Brassica ruvo
5549,5549,11,35,"Cabbage, mustard, with salt","Chou, moutarde, sel ajouté",43144,2004-03-09,2003-08-01,
501098,6304,11,24,"Cabbage, napa, raw","Chou, napa, cru",,2007-09-14,,Brassica pekinensis
501609,6391,11,0,"Cabbage, red, boiled, drained, with salt","Chou rouge, bouilli, égoutté, sel ajouté",11752,2009-03-09,,
3745,3745,18,0,"Cake mix, angel food, dry, unprepared","Mélange à gâteau, gâteau des anges, sec, non préparé",18087,1995-01-01,,
3750,3750,18,0,"Cake mix, carrot, pudding-type, dry, unprepared","Mélange à gâteau, carottes, type pouding, sec, non préparé",18092,1995-01-01,,
3757,3757,18,30,"Cake mix, chocolate (devil's food, fudge), regular, dry, unprepared","Mélange à gâteau, chocolat (diablotin, fudge), ordinaire, sec, non préparé",18099,1995-01-01,,
3755,3755,18,0,"Cake mix, chocolate, pudding-type, dry, unprepared","Mélange à gâteau, chocolat, type pouding, sec, non préparé",18097,1995-01-01,,
3769,3769,18,0,"Cake mix, german chocolate, pudding-type mix, dry, unprepared","Mélange à gâteau, chocolat allemand, type pouding, sec, non préparé",18112,1995-01-01,,
3771,3771,18,0,"Cake mix, gingerbread, dry, unprepared","Mélange à gâteau, pain d'épices, sec, non préparé",18114,1995-01-01,,
3746,3746,18,0,"Cake, angel food, dry mix, prepared","Gâteau des anges, mélange sec, préparé",18088,1995-01-01,,
3790,3790,18,30,"Cake, white, regular, dry mix, unprepared","Gâteau blanc, régulier, mélange sec, non préparé",18137,1995-01-01,,
3797,3797,18,0,"Cake, yellow, regular, dry mix, unprepared","Gâteau, jaune, préparation régulière, mélange sec, non préparé",18144,1995-01-01,,
4396,4396,19,20,"Candied foods, maraschino cherries, jar, solids and liquid","Confits, cerises au marasquin, bocal, solides et liquide",,1981-01-01,,
5392,5392,19,0,"Candied, maraschino cherries, jar, drained","Confits, cerises au marasquin, bocal, égouttées",09328,2004-03-09,2003-08-01,
4174,4174,19,0,"Candies, gumdrops (jujubes)","Bonbons, jujubes",19106,1994-01-01,,
5139,5139,8,38,"Cereal, ready to eat, Selects, Cranberry Almond Crunch, Post","Céréale, prête-à-manger, Selects, Cranberry Almond Crunch, Post",,2001-05-08,2011-02-17,
501574,6356,8,30,"Cereal, ready-to-eat, amaranth flakes","Céréales, prêtes à manger, flocons d'amarante",43584,2009-03-06,,
5565,5565,1,35,"Cheese spread, cream cheese base, flavoured","Fromage à tartiner, base de fromage à la crème, arômatisé",43276,2004-03-09,2003-08-01,
5583,5583,1,35,"Cheese, cottage, 1% M.F., unsalted","Fromage cottage, 1% M.G., sans sel",43352,2004-03-09,2003-08-01,
5600,5600,1,35,"Cheese, cottage, low fat, 1% M.F, with vegetables","Fromage cottage, faible en gras, 1% .M.G., avec légumes",43396,2004-03-09,2003-08-01,
5601,5601,1,35,"Cheese, processed product, cheddar, slices, low sodium","Produit de fromage fondu, cheddar, faible en sodium",43398,2004-03-09,2003-08-01,
5592,5592,1,35,"Cheese, processed product, swiss, slices, low fat","Produit de fromage fondu, Suisse, faible en gras",43379,2004-03-09,2003-08-01,
501515,6318,5,30,"Chicken breast tenders, breaded, cooked in conventional oven","Poulet, tendres de poitrine, panés, cuits au four conventionnel",05325,2008-05-26,2007-09-01,
501516,6319,5,0,"Chicken breast tenders, breaded, cooked in microwave","Poulet, tendres de poitrine, panés, cuits au four à micro-ondes",05326,2008-05-26,2007-09-01,
501517,6320,5,30,"Chicken breast tenders, breaded, uncooked","Poulet, tendres de poitrine, panés, non cuits",05327,2008-05-26,2007-09-01,
5589,5589,14,35,"Chocolate flavour drink, whey and milk based","Boisson, saveur de chocolat, base de lactosérum et lait",43369,2004-03-09,2003-08-01,
5270,5270,1,24,"Chocolate syrup, thin type, 2% M.F. milk added","Chocolat, sirop, consistance claire, lait 2% M.G. ajouté",,2001-11-27,,
2867,2867,1,0,"Chocolate syrup, thin type, whole milk added","Chocolat, sirop, consistance claire, lait entier ajouté",14182,1988-01-01,,
3762,3762,18,0,"Coffee cake, cinnamon with crumb topping, commercial","Gâteau café, cannelle avec garniture de miettes, commercial",18104,1995-01-01,,
3765,3765,18,0,"Coffee cake, cinnamon with crumb topping, dry mix, prepared","Gâteau café, cannelle, garniture de miettes, mélange sec, préparé",18108,1995-01-01,,
3812,3812,18,0,"Cookie, chocolate chip, commercial, regular, higher fat","Biscuits, brisures de chocolat, commercial, régulier, élevé en gras",18159,1995-01-01,,
3811,3811,18,0,"Cookie, chocolate chip, commercial, regular, lower fat","Biscuit, grains de chocolat, commercial, régulier, moins de lipides",18158,1995-01-01,,
3814,3814,18,0,"Cookie, chocolate chip, dry mix, unprepared","Biscuits, grains de chocolat, mélange sec, non préparé",18161,1995-01-01,,
4010,4010,18,0,"Cookie, chocolate chip, homemade, made with butter","Biscuit, grains de chocolat, fait maison, avec beurre",18378,1995-01-01,,
3818,3818,18,0,"Cookie, chocolate chip, homemade, made with margarine","Biscuit, grains de chocolat, fait maison, avec margarine",18165,1995-01-01,,
3816,3816,18,0,"Cookie, chocolate chip, refrigerated dough","Biscuit, grains de chocolat, pâte réfrigérée",18163,1995-01-01,,
6292,6292,18,0,"Cookie, chocolate chip, refrigerated dough, baked","Biscuit, grains de chocolat, pâte réfrigérée, cuit",18164,2007-06-28,,
3813,3813,18,0,"Cookie, chocolate chip, soft type, commercial","Biscuit, grains de chocolat, type moelleux, commercial",18160,1995-01-01,,
3833,3833,18,0,"Cookie, oatmeal (with or without raisins), dry mix, unprepared","Biscuit, avoine (avec ou sans raisins), mélange sec, non préparé",18180,1995-01-01,,
3845,3845,18,0,"Cookie, shortbread, plain, commercial","Biscuit, sablé, nature, commercial",18192,1995-01-01,,
2075,2075,11,0,"Cowpeas (black-eyed peas), immature seeds, boiled, drained","Doliques à oeil noir, grains immatures, bouillis, égouttés",11192,1990-01-01,,
2077,2077,11,0,"Cowpeas (black-eyed peas), immature seeds, frozen, boiled, drained","Doliques à oeil noir, congelés, bouillis, égouttés",11196,1985-01-01,,
2076,2076,11,0,"Cowpeas (black-eyed peas), immature seeds, frozen, unprepared","Doliques à oeil noir, grains immatures, congelés, non préparés",11195,1985-01-01,,
2074,2074,11,0,"Cowpeas (black-eyed peas), immature seeds, raw","Doliques à oeil noir, grains immatures, crus",11191,1990-01-01,,Vigna unguiculata
5431,5431,18,0,"Cracker, cheese, sandwich, with cheese filling","Craquelin, fromage, sandwich, fourré avec fromage",18927,2004-03-09,2003-08-01,
3873,3873,18,0,"Cracker, standard snack-type, sandwich, with cheese filling","Craquelin, type collation, sandwich avec fromage",18230,1995-01-01,,
3094,3094,15,0,"Crustaceans, crab, alaska king, boiled or steamed","Crustacés, crabe royal d'alaska, à vapeur ou bouilli",15137,1989-01-01,,
3095,3095,15,0,"Crustaceans, crab, alaska king, imitation (seafood surimi)","Crustacés, crabe royal d'alaska, imitation (fruits de mer surimi)",15138,1989-01-01,,
3093,3093,15,3,"Crustaceans, crab, alaska king, raw","Crustacés, crabe royal d'alaska, cru",15136,1989-01-01,,Paralithodes camtschatica (Tilesius)
3173,3173,15,0,"Crustaceans, crab, atlantic snow crab (spider, queen), boiled or steamed","Crustacés, crabe des nieges (crabe-araignée), à vapeur ou bouilli",15227,1994-01-01,,
3239,3239,15,23,"Crustaceans, crab, atlantic snow crab (spider, queen), canned, drained","Crustacés, crabe des neiges (crabe-araignée), conserve, égoutté",,1990-01-01,,
3101,3101,15,0,"Crustaceans, crab, atlantic snow crab (spider, queen), raw","Crustacés, crabe des neiges (crabe-araignée), cru",15144,1989-01-01,,Chionoectes opilio (O. Fabricius)
3097,3097,15,0,"Crustaceans, crab, blue, boiled or steamed","Crustacés, crabe, bleu, à vapeur ou bouilli",15140,1989-01-01,,
3098,3098,15,0,"Crustaceans, crab, blue, canned, drained","Crustacés, crabe, bleu, conserve, égoutté",15141,1989-01-01,,
3099,3099,15,0,"Crustaceans, crab, blue, crab cakes, homemade","Crustacés, crabe, bleu, beignets de crabe, faits maison",15142,1989-01-01,,
3096,3096,15,0,"Crustaceans, crab, blue, raw","Crustacés, crabe, bleu, cru",15139,1989-01-01,,Callinectes sapidus Rathbun
3172,3172,15,0,"Crustaceans, crab, dungeness, boiled or steamed","Crustacés, crabe dormeur du pacifique, à vapeur ou bouilli",15226,1994-01-01,,
3100,3100,15,0,"Crustaceans, crab, dungeness, raw","Crustacés, crabe dormeur, pacifique, cru",15143,1989-01-01,,Cancer magister Dana
3237,3237,15,23,"Crustaceans, crab, jonah, steamed","Crustacés, crabe, tourteau, à vapeur",,1990-01-01,,
3238,3238,15,23,"Crustaceans, crab, red, steamed","Crustacés, crabe, rouge, à vapeur",,1990-01-01,,
3188,3188,15,0,"Crustaceans, crayfish, mixed species, farmed, raw","Crustacés, écrevisse, espèces diverses, élevage, crues",15242,1994-01-01,,"Astacus, Orconectes, and Procambarus spp"
3103,3103,15,0,"Crustaceans, crayfish, mixed species, wild, boiled or steamed","Crustacés, écrevisse, espèces diverses, sauvage, à vapeur ou bouillies",15146,1994-01-01,,
3102,3102,15,0,"Crustaceans, crayfish, mixed species, wild, raw","Crustacés, écrevisse, espèces diverses, sauvage, crues",15145,1994-01-01,,"Astacus, Orconectes, and Procambarus spp."
3210,3210,15,3,"Crustaceans, lobster, american (northern), boiled or steamed","Crustacés, homard, d'amérique, à vapeur ou bouilli",15148,1989-01-01,,
3209,3209,15,3,"Crustaceans, lobster, american (northern), raw","Crustacés, homard, amérique, cru",15147,1989-01-01,,Homarus americanus Milne-Edwards
3242,3242,15,20,"Crustaceans, shrimp or lobster paste, canned","Crustacés, crevette ou homard, pâté, conserve",,1981-01-01,,
3105,3105,15,0,"Crustaceans, shrimp, imitation (surimi)","Crustacés, crevette, imitation (surimi)",15153,1989-01-01,,
3212,3212,15,3,"Crustaceans, shrimp, mixed species, boiled or steamed","Crustacés, crevette, espèces diverses, à vapeur ou bouillies",15151,1989-01-01,,
3104,3104,15,0,"Crustaceans, shrimp, mixed species, breaded and fried","Crustacés, crevette, espèces, diverses, panées et frites",15150,1989-01-01,,
3224,3224,15,3,"Crustaceans, shrimp, mixed species, canned","Crustacés, crevette, espèces diverses, conserve",15152,1989-01-01,,
